Date,Open,High,Low,Close,Volume
2025-07-14,99.2719,99.3712,99.1727,99.2719,1000000
2025-07-15,99.0192,99.1182,98.9201,99.0192,1000000
2025-07-16,98.6971,98.7958,98.5984,98.6971,1000000
2025-07-17,98.0224,98.1204,97.9244,98.0224,1000000
2025-07-18,98.0818,98.1798,97.9837,98.0818,1000000
2025-07-19,98.2986,98.3969,98.2003,98.2986,1000000
2025-07-20,98.018,98.116,97.92,98.018,1000000
2025-07-21,98.5711,98.6696,98.4725,98.5711,1000000
2025-07-22,98.905,99.0039,98.8061,98.905,1000000
2025-07-23,99.1631,99.2622,99.0639,99.1631,1000000
2025-07-24,99.3323,99.4317,99.233,99.3323,1000000
2025-07-25,99.722,99.8217,99.6223,99.722,1000000
2025-07-26,99.2006,99.2998,99.1014,99.2006,1000000
2025-07-27,99.4542,99.5536,99.3547,99.4542,1000000
2025-07-28,99.7039,99.8036,99.6042,99.7039,1000000
2025-07-29,99.0089,99.1079,98.9099,99.0089,1000000
2025-07-30,99.1562,99.2554,99.0571,99.1562,1000000
2025-07-31,99.0668,99.1659,98.9678,99.0668,1000000
2025-08-01,99.3864,99.4858,99.287,99.3864,1000000
2025-08-02,99.2218,99.321,99.1226,99.2218,1000000
2025-08-03,99.2245,99.3237,99.1253,99.2245,1000000
2025-08-04,99.3705,99.4699,99.2711,99.3705,1000000
2025-08-05,99.0321,99.1312,98.9331,99.0321,1000000
2025-08-06,99.2792,99.3784,99.1799,99.2792,1000000
2025-08-07,99.2474,99.3466,99.1482,99.2474,1000000
2025-08-08,99.4528,99.5523,99.3534,99.4528,1000000
2025-08-09,99.2552,99.3544,99.1559,99.2552,1000000
2025-08-10,99.6964,99.7961,99.5967,99.6964,1000000
2025-08-11,99.9477,100.0476,99.8477,99.9477,1000000
2025-08-12,99.8865,99.9864,99.7866,99.8865,1000000
2025-08-13,100.149,100.2491,100.0488,100.149,1000000
2025-08-14,100.6636,100.7643,100.563,100.6636,1000000
2025-08-15,101.3949,101.4963,101.2935,101.3949,1000000
2025-08-16,100.7669,100.8676,100.6661,100.7669,1000000
2025-08-17,101.1329,101.234,101.0318,101.1329,1000000
2025-08-18,101.3312,101.4325,101.2298,101.3312,1000000
2025-08-19,101.3032,101.4045,101.2019,101.3032,1000000
2025-08-20,100.9055,101.0064,100.8046,100.9055,1000000
2025-08-21,101.423,101.5244,101.3216,101.423,1000000
2025-08-22,100.9212,101.0222,100.8203,100.9212,1000000
2025-08-23,101.1602,101.2614,101.059,101.1602,1000000
2025-08-24,101.6971,101.7988,101.5954,101.6971,1000000
2025-08-25,101.0565,101.1576,100.9555,101.0565,1000000
2025-08-26,100.9444,101.0453,100.8434,100.9444,1000000
2025-08-27,100.4258,100.5263,100.3254,100.4258,1000000
2025-08-28,100.5339,100.6344,100.4334,100.5339,1000000
2025-08-29,101.1529,101.2541,101.0518,101.1529,1000000
2025-08-30,101.9818,102.0838,101.8798,101.9818,1000000
2025-08-31,101.2667,101.3679,101.1654,101.2667,1000000
2025-09-01,101.0439,101.145,100.9429,101.0439,1000000
2025-09-02,101.3384,101.4397,101.237,101.3384,1000000
2025-09-03,101.9887,102.0907,101.8867,101.9887,1000000
2025-09-04,102.1707,102.2729,102.0686,102.1707,1000000
2025-09-05,101.876,101.9779,101.7741,101.876,1000000
2025-09-06,102.0073,102.1093,101.9053,102.0073,1000000
2025-09-07,102.0107,102.1127,101.9087,102.0107,1000000
2025-09-08,101.9378,102.0397,101.8358,101.9378,1000000
2025-09-09,101.6485,101.7501,101.5468,101.6485,1000000
2025-09-10,101.8161,101.9179,101.7143,101.8161,1000000
2025-09-11,101.9517,102.0536,101.8497,101.9517,1000000
2025-09-12,101.924,102.0259,101.822,101.924,1000000
2025-09-13,101.8438,101.9456,101.7419,101.8438,1000000
2025-09-14,101.3305,101.4318,101.2292,101.3305,1000000
2025-09-15,101.1436,101.2447,101.0424,101.1436,1000000
2025-09-16,101.6418,101.7434,101.5402,101.6418,1000000
2025-09-17,101.5745,101.6761,101.4729,101.5745,1000000
2025-09-18,100.9997,101.1007,100.8987,100.9997,1000000
2025-09-19,101.5489,101.6505,101.4474,101.5489,1000000
2025-09-20,101.7745,101.8762,101.6727,101.7745,1000000
2025-09-21,102.6428,102.7455,102.5402,102.6428,1000000
2025-09-22,102.6788,102.7814,102.5761,102.6788,1000000
2025-09-23,102.4995,102.602,102.397,102.4995,1000000
2025-09-24,101.9163,102.0182,101.8143,101.9163,1000000
2025-09-25,102.4661,102.5686,102.3637,102.4661,1000000
2025-09-26,103.5295,103.6331,103.426,103.5295,1000000
2025-09-27,103.1999,103.3031,103.0967,103.1999,1000000
2025-09-28,102.9431,103.0461,102.8402,102.9431,1000000
2025-09-29,103.1989,103.3021,103.0957,103.1989,1000000
2025-09-30,102.8665,102.9693,102.7636,102.8665,1000000
2025-10-01,102.7654,102.8682,102.6627,102.7654,1000000
2025-10-02,102.6319,102.7345,102.5293,102.6319,1000000
2025-10-03,102.721,102.8237,102.6182,102.721,1000000
2025-10-04,103.1811,103.2843,103.0779,103.1811,1000000
2025-10-05,103.2005,103.3037,103.0973,103.2005,1000000
2025-10-06,103.5901,103.6937,103.4866,103.5901,1000000
2025-10-07,103.4265,103.5299,103.3231,103.4265,1000000
2025-10-08,103.5725,103.676,103.4689,103.5725,1000000
2025-10-09,102.697,102.7997,102.5943,102.697,1000000
2025-10-10,102.1116,102.2137,102.0095,102.1116,1000000
2025-10-11,102.4469,102.5494,102.3445,102.4469,1000000
2025-10-12,102.2153,102.3176,102.1131,102.2153,1000000
2025-10-13,102.4627,102.5651,102.3602,102.4627,1000000
2025-10-14,102.6952,102.7979,102.5925,102.6952,1000000
2025-10-15,103.2486,103.3519,103.1454,103.2486,1000000
2025-10-16,103.5943,103.6978,103.4907,103.5943,1000000
2025-10-17,104.026,104.1301,103.922,104.026,1000000
2025-10-18,103.99,104.094,103.886,103.99,1000000
2025-10-19,103.7099,103.8136,103.6062,103.7099,1000000
2025-10-20,103.4168,103.5202,103.3134,103.4168,1000000
2025-10-21,103.2253,103.3285,103.122,103.2253,1000000
2025-10-22,102.7691,102.8718,102.6663,102.7691,1000000
2025-10-23,102.5543,102.6569,102.4517,102.5543,1000000
2025-10-24,102.5266,102.6291,102.4241,102.5266,1000000
2025-10-25,102.64,102.7427,102.5374,102.64,1000000
2025-10-26,102.5112,102.6137,102.4086,102.5112,1000000
2025-10-27,101.7326,101.8343,101.6309,101.7326,1000000
2025-10-28,101.7134,101.8151,101.6117,101.7134,1000000
2025-10-29,101.8152,101.917,101.7134,101.8152,1000000
2025-10-30,102.2671,102.3693,102.1648,102.2671,1000000
2025-10-31,102.5137,102.6162,102.4112,102.5137,1000000
2025-11-01,102.26,102.3623,102.1578,102.26,1000000
2025-11-02,101.9742,102.0762,101.8722,101.9742,1000000
2025-11-03,102.8045,102.9073,102.7017,102.8045,1000000
2025-11-04,103.1259,103.2291,103.0228,103.1259,1000000
2025-11-05,103.8917,103.9956,103.7878,103.8917,1000000
2025-11-06,104.7871,104.8918,104.6823,104.7871,1000000
2025-11-07,104.4546,104.5591,104.3502,104.4546,1000000
2025-11-08,104.626,104.7307,104.5214,104.626,1000000
2025-11-09,104.8283,104.9331,104.7234,104.8283,1000000
2025-11-10,105.0734,105.1785,104.9683,105.0734,1000000
2025-11-11,105.3117,105.417,105.2063,105.3117,1000000
2025-11-12,105.4073,105.5127,105.3019,105.4073,1000000
2025-11-13,105.4913,105.5968,105.3858,105.4913,1000000
2025-11-14,104.8678,104.9727,104.7629,104.8678,1000000
2025-11-15,104.8089,104.9137,104.7041,104.8089,1000000
2025-11-16,104.506,104.6105,104.4015,104.506,1000000
2025-11-17,104.5691,104.6737,104.4646,104.5691,1000000
2025-11-18,104.384,104.4884,104.2796,104.384,1000000
2025-11-19,104.6527,104.7574,104.5481,104.6527,1000000
2025-11-20,105.0061,105.1111,104.901,105.0061,1000000
2025-11-21,105.1462,105.2514,105.0411,105.1462,1000000
2025-11-22,105.2897,105.395,105.1844,105.2897,1000000
2025-11-23,105.3394,105.4447,105.234,105.3394,1000000
2025-11-24,105.1612,105.2664,105.0561,105.1612,1000000
2025-11-25,105.1025,105.2076,104.9974,105.1025,1000000
2025-11-26,104.9047,105.0096,104.7998,104.9047,1000000
2025-11-27,105.078,105.1831,104.9729,105.078,1000000
2025-11-28,105.0944,105.1995,104.9893,105.0944,1000000
2025-11-29,105.3493,105.4546,105.2439,105.3493,1000000
2025-11-30,104.7999,104.9047,104.6951,104.7999,1000000
2025-12-01,105.1826,105.2878,105.0774,105.1826,1000000
2025-12-02,104.8722,104.9771,104.7673,104.8722,1000000
2025-12-03,104.5747,104.6792,104.4701,104.5747,1000000
2025-12-04,104.5025,104.607,104.398,104.5025,1000000
2025-12-05,104.2775,104.3818,104.1732,104.2775,1000000
2025-12-06,104.4093,104.5138,104.3049,104.4093,1000000
2025-12-07,104.18,104.2842,104.0758,104.18,1000000
2025-12-08,103.7447,103.8485,103.641,103.7447,1000000
2025-12-09,103.4041,103.5075,103.3007,103.4041,1000000
2025-12-10,103.9571,104.0611,103.8532,103.9571,1000000
2025-12-11,103.9859,104.0899,103.8819,103.9859,1000000
2025-12-12,103.5107,103.6142,103.4072,103.5107,1000000
2025-12-13,103.5245,103.628,103.421,103.5245,1000000
2025-12-14,102.8905,102.9934,102.7877,102.8905,1000000
2025-12-15,103.6374,103.741,103.5337,103.6374,1000000
2025-12-16,103.0157,103.1188,102.9127,103.0157,1000000
2025-12-17,103.2233,103.3265,103.1201,103.2233,1000000
2025-12-18,103.4581,103.5616,103.3546,103.4581,1000000
2025-12-19,102.8684,102.9713,102.7655,102.8684,1000000
2025-12-20,103.0022,103.1052,102.8992,103.0022,1000000
2025-12-21,103.4234,103.5268,103.32,103.4234,1000000
2025-12-22,103.6272,103.7308,103.5235,103.6272,1000000
2025-12-23,103.7457,103.8495,103.642,103.7457,1000000
2025-12-24,104.1499,104.2541,104.0458,104.1499,1000000
2025-12-25,104.2274,104.3316,104.1232,104.2274,1000000
2025-12-26,104.3781,104.4824,104.2737,104.3781,1000000
2025-12-27,104.3356,104.4399,104.2313,104.3356,1000000
2025-12-28,104.6097,104.7143,104.5051,104.6097,1000000
2025-12-29,104.2263,104.3305,104.122,104.2263,1000000
2025-12-30,104.5668,104.6713,104.4622,104.5668,1000000
2025-12-31,104.3659,104.4703,104.2615,104.3659,1000000
2026-01-01,103.921,104.0249,103.8171,103.921,1000000
2026-01-02,104.0832,104.1873,103.9792,104.0832,1000000
2026-01-03,104.7985,104.9033,104.6937,104.7985,1000000
2026-01-04,105.2121,105.3173,105.1069,105.2121,1000000
2026-01-05,105.0056,105.1106,104.9006,105.0056,1000000
2026-01-06,105.3093,105.4146,105.204,105.3093,1000000
2026-01-07,105.1285,105.2336,105.0234,105.1285,1000000
2026-01-08,105.0869,105.1919,104.9818,105.0869,1000000
2026-01-09,105.135,105.2401,105.0299,105.135,1000000
2026-01-10,104.171,104.2752,104.0669,104.171,1000000
2026-01-11,104.2613,104.3656,104.157,104.2613,1000000
2026-01-12,103.8423,103.9462,103.7385,103.8423,1000000
2026-01-13,103.563,103.6666,103.4595,103.563,1000000
2026-01-14,102.9626,103.0656,102.8597,102.9626,1000000
2026-01-15,102.3483,102.4507,102.246,102.3483,1000000
2026-01-16,101.9724,102.0744,101.8704,101.9724,1000000
2026-01-17,102.3193,102.4217,102.217,102.3193,1000000
2026-01-18,103.0114,103.1145,102.9084,103.0114,1000000
2026-01-19,103.0114,103.1144,102.9083,103.0114,1000000
2026-01-20,103.4715,103.575,103.3681,103.4715,1000000
2026-01-21,103.3726,103.476,103.2692,103.3726,1000000
2026-01-22,102.5924,102.695,102.4898,102.5924,1000000
2026-01-23,102.6642,102.7668,102.5615,102.6642,1000000
2026-01-24,102.8574,102.9603,102.7546,102.8574,1000000
2026-01-25,102.6914,102.7941,102.5887,102.6914,1000000
2026-01-26,102.8258,102.9286,102.723,102.8258,1000000
2026-01-27,103.0716,103.1746,102.9685,103.0716,1000000
2026-01-28,102.7259,102.8286,102.6232,102.7259,1000000
2026-01-29,102.1293,102.2315,102.0272,102.1293,1000000
2026-01-30,102.0492,102.1512,101.9471,102.0492,1000000
2026-01-31,101.9732,102.0752,101.8712,101.9732,1000000
2026-02-01,101.8396,101.9414,101.7377,101.8396,1000000
2026-02-02,102.2519,102.3542,102.1496,102.2519,1000000
2026-02-03,102.9679,103.0709,102.8649,102.9679,1000000
2026-02-04,102.8066,102.9094,102.7038,102.8066,1000000
2026-02-05,103.1043,103.2074,103.0012,103.1043,1000000
2026-02-06,103.5026,103.6061,103.3991,103.5026,1000000
2026-02-07,103.8082,103.9121,103.7044,103.8082,1000000
2026-02-08,104.2536,104.3578,104.1493,104.2536,1000000
2026-02-09,104.1017,104.2058,103.9976,104.1017,1000000
2026-02-10,104.4202,104.5246,104.3157,104.4202,1000000
2026-02-11,105.2762,105.3815,105.1709,105.2762,1000000
2026-02-12,105.6251,105.7308,105.5195,105.6251,1000000
2026-02-13,105.3738,105.4792,105.2684,105.3738,1000000
2026-02-14,105.6405,105.7461,105.5348,105.6405,1000000
2026-02-15,106.1845,106.2907,106.0783,106.1845,1000000
2026-02-16,106.3518,106.4582,106.2455,106.3518,1000000
2026-02-17,106.1228,106.2289,106.0167,106.1228,1000000
2026-02-18,106.7884,106.8952,106.6816,106.7884,1000000
2026-02-19,106.2653,106.3715,106.159,106.2653,1000000
2026-02-20,106.4899,106.5964,106.3834,106.4899,1000000
2026-02-21,106.4936,106.6001,106.3871,106.4936,1000000
2026-02-22,105.9958,106.1018,105.8898,105.9958,1000000
2026-02-23,106.5234,106.63,106.4169,106.5234,1000000
2026-02-24,106.6823,106.789,106.5756,106.6823,1000000
2026-02-25,106.1951,106.3013,106.0889,106.1951,1000000
2026-02-26,106.4613,106.5678,106.3548,106.4613,1000000
2026-02-27,106.2881,106.3944,106.1819,106.2881,1000000
2026-02-28,105.4898,105.5953,105.3843,105.4898,1000000
2026-03-01,105.2097,105.3149,105.1045,105.2097,1000000
2026-03-02,105.3311,105.4364,105.2258,105.3311,1000000
2026-03-03,105.6095,105.7151,105.5039,105.6095,1000000
2026-03-04,105.69,105.7957,105.5843,105.69,1000000
2026-03-05,105.7196,105.8253,105.6139,105.7196,1000000
2026-03-06,105.929,106.0349,105.823,105.929,1000000
2026-03-07,105.8501,105.956,105.7443,105.8501,1000000
2026-03-08,106.3591,106.4654,106.2527,106.3591,1000000
2026-03-09,106.4329,106.5394,106.3265,106.4329,1000000
2026-03-10,106.5687,106.6753,106.4621,106.5687,1000000
2026-03-11,106.8099,106.9167,106.7031,106.8099,1000000
2026-03-12,106.3689,106.4753,106.2625,106.3689,1000000
2026-03-13,106.0778,106.1839,105.9717,106.0778,1000000
2026-03-14,106.737,106.8437,106.6303,106.737,1000000
2026-03-15,106.8908,106.9977,106.7839,106.8908,1000000
2026-03-16,106.7807,106.8875,106.6739,106.7807,1000000
2026-03-17,106.9372,107.0441,106.8303,106.9372,1000000
2026-03-18,106.7419,106.8486,106.6351,106.7419,1000000
2026-03-19,106.8715,106.9784,106.7646,106.8715,1000000
2026-03-20,106.5975,106.7041,106.4909,106.5975,1000000
2026-03-21,106.7259,106.8326,106.6192,106.7259,1000000
2026-03-22,107.473,107.5804,107.3655,107.473,1000000
2026-03-23,108.2201,108.3283,108.1118,108.2201,1000000
2026-03-24,108.9671,109.0761,108.8582,108.9671,1000000
2026-03-25,109.7142,109.8239,109.6045,109.7142,1000000
2026-03-26,110.4613,110.5718,110.3508,110.4613,1000000
2026-03-27,111.2084,111.3196,111.0972,111.2084,1000000
