Date,Open,High,Low,Close,Volume
2025-07-08,105.2484,105.3536,105.1431,105.2484,1000000
2025-07-09,106.0847,106.1908,105.9787,106.0847,1000000
2025-07-10,105.8373,105.9432,105.7315,105.8373,1000000
2025-07-11,106.4538,106.5603,106.3474,106.4538,1000000
2025-07-12,105.3794,105.4848,105.274,105.3794,1000000
2025-07-13,106.5849,106.6915,106.4783,106.5849,1000000
2025-07-14,106.4515,106.5579,106.345,106.4515,1000000
2025-07-15,105.8777,105.9836,105.7718,105.8777,1000000
2025-07-16,105.3364,105.4417,105.2311,105.3364,1000000
2025-07-17,105.2847,105.39,105.1794,105.2847,1000000
2025-07-18,104.9539,105.0588,104.8489,104.9539,1000000
2025-07-19,106.8765,106.9834,106.7697,106.8765,1000000
2025-07-20,106.2625,106.3687,106.1562,106.2625,1000000
2025-07-21,106.2902,106.3965,106.1839,106.2902,1000000
2025-07-22,106.3141,106.4204,106.2077,106.3141,1000000
2025-07-23,106.3381,106.4444,106.2318,106.3381,1000000
2025-07-24,106.3852,106.4916,106.2788,106.3852,1000000
2025-07-25,105.9753,106.0813,105.8694,105.9753,1000000
2025-07-26,105.4807,105.5862,105.3752,105.4807,1000000
2025-07-27,104.7532,104.8579,104.6484,104.7532,1000000
2025-07-28,103.5061,103.6096,103.4026,103.5061,1000000
2025-07-29,103.6852,103.7889,103.5815,103.6852,1000000
2025-07-30,104.5017,104.6062,104.3972,104.5017,1000000
2025-07-31,104.0477,104.1517,103.9436,104.0477,1000000
2025-08-01,103.5827,103.6863,103.4791,103.5827,1000000
2025-08-02,103.3204,103.4238,103.2171,103.3204,1000000
2025-08-03,102.9397,103.0426,102.8367,102.9397,1000000
2025-08-04,101.7569,101.8586,101.6551,101.7569,1000000
2025-08-05,102.8682,102.971,102.7653,102.8682,1000000
2025-08-06,103.2294,103.3327,103.1262,103.2294,1000000
2025-08-07,102.6417,102.7443,102.5391,102.6417,1000000
2025-08-08,102.8857,102.9886,102.7828,102.8857,1000000
2025-08-09,102.5248,102.6273,102.4223,102.5248,1000000
2025-08-10,102.3512,102.4536,102.2489,102.3512,1000000
2025-08-11,102.6493,102.7519,102.5466,102.6493,1000000
2025-08-12,103.4318,103.5353,103.3284,103.4318,1000000
2025-08-13,104.6892,104.7939,104.5845,104.6892,1000000
2025-08-14,106.1162,106.2223,106.0101,106.1162,1000000
2025-08-15,105.9049,106.0109,105.799,105.9049,1000000
2025-08-16,105.4815,105.587,105.3761,105.4815,1000000
2025-08-17,105.5656,105.6712,105.46,105.5656,1000000
2025-08-18,105.674,105.7796,105.5683,105.674,1000000
2025-08-19,105.0533,105.1583,104.9482,105.0533,1000000
2025-08-20,104.5318,104.6363,104.4273,104.5318,1000000
2025-08-21,105.2119,105.3171,105.1067,105.2119,1000000
2025-08-22,106.5938,106.7004,106.4872,106.5938,1000000
2025-08-23,106.4007,106.5071,106.2943,106.4007,1000000
2025-08-24,105.8491,105.955,105.7433,105.8491,1000000
2025-08-25,105.6091,105.7148,105.5035,105.6091,1000000
2025-08-26,104.7684,104.8732,104.6636,104.7684,1000000
2025-08-27,104.5397,104.6442,104.4351,104.5397,1000000
2025-08-28,104.893,104.9979,104.7881,104.893,1000000
2025-08-29,104.8247,104.9295,104.7199,104.8247,1000000
2025-08-30,105.86,105.9659,105.7542,105.86,1000000
2025-08-31,105.9878,106.0938,105.8818,105.9878,1000000
2025-09-01,106.3958,106.5022,106.2894,106.3958,1000000
2025-09-02,106.2691,106.3754,106.1629,106.2691,1000000
2025-09-03,107.3877,107.495,107.2803,107.3877,1000000
2025-09-04,106.3375,106.4439,106.2312,106.3375,1000000
2025-09-05,106.0793,106.1854,105.9732,106.0793,1000000
2025-09-06,105.0832,105.1883,104.9782,105.0832,1000000
2025-09-07,105.7779,105.8836,105.6721,105.7779,1000000
2025-09-08,106.4974,106.6039,106.3909,106.4974,1000000
2025-09-09,106.058,106.1641,105.9519,106.058,1000000
2025-09-10,107.4649,107.5723,107.3574,107.4649,1000000
2025-09-11,107.2093,107.3165,107.1021,107.2093,1000000
2025-09-12,106.0228,106.1288,105.9168,106.0228,1000000
2025-09-13,105.7843,105.8901,105.6785,105.7843,1000000
2025-09-14,106.089,106.1951,105.9829,106.089,1000000
2025-09-15,105.89,105.9959,105.7841,105.89,1000000
2025-09-16,107.8092,107.917,107.7014,107.8092,1000000
2025-09-17,108.547,108.6555,108.4384,108.547,1000000
2025-09-18,110.0504,110.1604,109.9403,110.0504,1000000
2025-09-19,111.2705,111.3818,111.1592,111.2705,1000000
2025-09-20,109.7699,109.8796,109.6601,109.7699,1000000
2025-09-21,109.4381,109.5476,109.3287,109.4381,1000000
2025-09-22,107.0493,107.1564,106.9423,107.0493,1000000
2025-09-23,106.4958,106.6023,106.3893,106.4958,1000000
2025-09-24,107.4458,107.5532,107.3383,107.4458,1000000
2025-09-25,106.721,106.8277,106.6143,106.721,1000000
2025-09-26,106.1774,106.2836,106.0712,106.1774,1000000
2025-09-27,106.4544,106.5609,106.348,106.4544,1000000
2025-09-28,107.1249,107.2321,107.0178,107.1249,1000000
2025-09-29,106.8196,106.9264,106.7128,106.8196,1000000
2025-09-30,106.601,106.7076,106.4944,106.601,1000000
2025-10-01,107.2909,107.3982,107.1836,107.2909,1000000
2025-10-02,107.5089,107.6165,107.4014,107.5089,1000000
2025-10-03,107.2636,107.3708,107.1563,107.2636,1000000
2025-10-04,107.5335,107.641,107.4259,107.5335,1000000
2025-10-05,107.5989,107.7065,107.4913,107.5989,1000000
2025-10-06,107.8181,107.9259,107.7103,107.8181,1000000
2025-10-07,109.5443,109.6538,109.4347,109.5443,1000000
2025-10-08,109.2768,109.3861,109.1675,109.2768,1000000
2025-10-09,108.8049,108.9137,108.6961,108.8049,1000000
2025-10-10,110.0354,110.1455,109.9254,110.0354,1000000
2025-10-11,109.4142,109.5236,109.3048,109.4142,1000000
2025-10-12,110.9196,111.0306,110.8087,110.9196,1000000
2025-10-13,110.7473,110.8581,110.6366,110.7473,1000000
2025-10-14,110.8127,110.9236,110.7019,110.8127,1000000
2025-10-15,111.4631,111.5746,111.3516,111.4631,1000000
2025-10-16,112.5448,112.6574,112.4323,112.5448,1000000
2025-10-17,113.4425,113.5559,113.3291,113.4425,1000000
2025-10-18,113.2577,113.371,113.1444,113.2577,1000000
2025-10-19,112.9257,113.0386,112.8128,112.9257,1000000
2025-10-20,113.2396,113.3528,113.1264,113.2396,1000000
2025-10-21,113.3616,113.475,113.2483,113.3616,1000000
2025-10-22,112.7792,112.8919,112.6664,112.7792,1000000
2025-10-23,113.1497,113.2629,113.0366,113.1497,1000000
2025-10-24,114.0496,114.1637,113.9356,114.0496,1000000
2025-10-25,114.2015,114.3157,114.0873,114.2015,1000000
2025-10-26,115.6304,115.7461,115.5148,115.6304,1000000
2025-10-27,116.01,116.126,115.894,116.01,1000000
2025-10-28,115.8654,115.9812,115.7495,115.8654,1000000
2025-10-29,115.9583,116.0742,115.8423,115.9583,1000000
2025-10-30,115.4387,115.5541,115.3232,115.4387,1000000
2025-10-31,114.4862,114.6007,114.3718,114.4862,1000000
2025-11-01,114.9227,115.0376,114.8078,114.9227,1000000
2025-11-02,114.1382,114.2524,114.0241,114.1382,1000000
2025-11-03,113.8111,113.9249,113.6973,113.8111,1000000
2025-11-04,113.7299,113.8436,113.6161,113.7299,1000000
2025-11-05,114.0802,114.1943,113.9662,114.0802,1000000
2025-11-06,114.5011,114.6156,114.3866,114.5011,1000000
2025-11-07,114.5508,114.6653,114.4362,114.5508,1000000
2025-11-08,112.7809,112.8937,112.6681,112.7809,1000000
2025-11-09,112.5945,112.7071,112.4819,112.5945,1000000
2025-11-10,111.896,112.0079,111.7841,111.896,1000000
2025-11-11,111.7963,111.9081,111.6845,111.7963,1000000
2025-11-12,112.6829,112.7956,112.5702,112.6829,1000000
2025-11-13,113.4084,113.5218,113.295,113.4084,1000000
2025-11-14,113.6083,113.7219,113.4947,113.6083,1000000
2025-11-15,114.068,114.182,113.9539,114.068,1000000
2025-11-16,112.7097,112.8225,112.597,112.7097,1000000
2025-11-17,112.8854,112.9983,112.7726,112.8854,1000000
2025-11-18,113.4494,113.5629,113.336,113.4494,1000000
2025-11-19,112.8086,112.9214,112.6957,112.8086,1000000
2025-11-20,113.174,113.2872,113.0609,113.174,1000000
2025-11-21,112.8292,112.9421,112.7164,112.8292,1000000
2025-11-22,113.7323,113.8461,113.6186,113.7323,1000000
2025-11-23,114.7408,114.8556,114.6261,114.7408,1000000
2025-11-24,114.25,114.3642,114.1357,114.25,1000000
2025-11-25,115.5871,115.7026,115.4715,115.5871,1000000
2025-11-26,115.4113,115.5267,115.2959,115.4113,1000000
2025-11-27,117.3151,117.4324,117.1978,117.3151,1000000
2025-11-28,116.8537,116.9706,116.7369,116.8537,1000000
2025-11-29,116.9133,117.0303,116.7964,116.9133,1000000
2025-11-30,117.1127,117.2298,116.9956,117.1127,1000000
2025-12-01,116.4093,116.5257,116.2929,116.4093,1000000
2025-12-02,114.8025,114.9173,114.6877,114.8025,1000000
2025-12-03,114.0681,114.1822,113.9541,114.0681,1000000
2025-12-04,115.0533,115.1684,114.9383,115.0533,1000000
2025-12-05,114.7508,114.8656,114.6361,114.7508,1000000
2025-12-06,114.4509,114.5653,114.3364,114.4509,1000000
2025-12-07,115.8397,115.9555,115.7238,115.8397,1000000
2025-12-08,116.2971,116.4134,116.1808,116.2971,1000000
2025-12-09,116.9505,117.0674,116.8335,116.9505,1000000
2025-12-10,117.7452,117.863,117.6275,117.7452,1000000
2025-12-11,116.8905,117.0074,116.7736,116.8905,1000000
2025-12-12,117.0071,117.1241,116.8901,117.0071,1000000
2025-12-13,117.1477,117.2649,117.0306,117.1477,1000000
2025-12-14,116.9988,117.1158,116.8818,116.9988,1000000
2025-12-15,115.9758,116.0917,115.8598,115.9758,1000000
2025-12-16,116.4061,116.5225,116.2896,116.4061,1000000
2025-12-17,114.8616,114.9765,114.7468,114.8616,1000000
2025-12-18,114.0005,114.1145,113.8865,114.0005,1000000
2025-12-19,113.2624,113.3757,113.1492,113.2624,1000000
2025-12-20,112.889,113.0019,112.7761,112.889,1000000
2025-12-21,113.6486,113.7622,113.5349,113.6486,1000000
2025-12-22,115.1548,115.27,115.0397,115.1548,1000000
2025-12-23,116.7415,116.8582,116.6247,116.7415,1000000
2025-12-24,117.4945,117.612,117.377,117.4945,1000000
2025-12-25,117.9078,118.0257,117.7899,117.9078,1000000
2025-12-26,115.7038,115.8195,115.5881,115.7038,1000000
2025-12-27,116.7499,116.8666,116.6331,116.7499,1000000
2025-12-28,119.2053,119.3245,119.0861,119.2053,1000000
2025-12-29,119.6372,119.7568,119.5175,119.6372,1000000
2025-12-30,119.8612,119.981,119.7413,119.8612,1000000
2025-12-31,120.5311,120.6517,120.4106,120.5311,1000000
2026-01-01,121.2337,121.355,121.1125,121.2337,1000000
2026-01-02,121.3646,121.4859,121.2432,121.3646,1000000
2026-01-03,121.0016,121.1226,120.8806,121.0016,1000000
2026-01-04,121.3518,121.4732,121.2305,121.3518,1000000
2026-01-05,120.0201,120.1401,119.9,120.0201,1000000
2026-01-06,118.2126,118.3308,118.0944,118.2126,1000000
2026-01-07,119.4997,119.6192,119.3802,119.4997,1000000
2026-01-08,119.0618,119.1808,118.9427,119.0618,1000000
2026-01-09,119.7437,119.8635,119.624,119.7437,1000000
2026-01-10,121.2329,121.3542,121.1117,121.2329,1000000
2026-01-11,122.4164,122.5389,122.294,122.4164,1000000
2026-01-12,121.8745,121.9964,121.7526,121.8745,1000000
2026-01-13,122.1911,122.3133,122.0689,122.1911,1000000
2026-01-14,121.0512,121.1723,120.9302,121.0512,1000000
2026-01-15,120.95,121.0709,120.829,120.95,1000000
2026-01-16,121.9621,122.0841,121.8401,121.9621,1000000
2026-01-17,121.9933,122.1153,121.8713,121.9933,1000000
2026-01-18,119.2106,119.3298,119.0913,119.2106,1000000
2026-01-19,117.0636,117.1806,116.9465,117.0636,1000000
2026-01-20,116.3129,116.4292,116.1966,116.3129,1000000
2026-01-21,117.5535,117.671,117.4359,117.5535,1000000
2026-01-22,117.7407,117.8584,117.6229,117.7407,1000000
2026-01-23,117.8737,117.9916,117.7559,117.8737,1000000
2026-01-24,116.6328,116.7494,116.5162,116.6328,1000000
2026-01-25,116.7694,116.8862,116.6527,116.7694,1000000
2026-01-26,114.6441,114.7587,114.5294,114.6441,1000000
2026-01-27,114.9576,115.0725,114.8426,114.9576,1000000
2026-01-28,116.0421,116.1581,115.926,116.0421,1000000
2026-01-29,115.2831,115.3984,115.1678,115.2831,1000000
2026-01-30,116.2832,116.3995,116.1669,116.2832,1000000
2026-01-31,115.6135,115.7291,115.4979,115.6135,1000000
2026-02-01,115.7498,115.8655,115.6341,115.7498,1000000
2026-02-02,115.6239,115.7395,115.5083,115.6239,1000000
2026-02-03,115.7107,115.8265,115.595,115.7107,1000000
2026-02-04,117.1242,117.2414,117.0071,117.1242,1000000
2026-02-05,117.9499,118.0679,117.832,117.9499,1000000
2026-02-06,117.3104,117.4277,117.1931,117.3104,1000000
2026-02-07,114.7156,114.8303,114.6008,114.7156,1000000
2026-02-08,115.5367,115.6523,115.4212,115.5367,1000000
2026-02-09,116.2428,116.3591,116.1266,116.2428,1000000
2026-02-10,116.3967,116.5131,116.2803,116.3967,1000000
2026-02-11,115.877,115.9928,115.7611,115.877,1000000
2026-02-12,117.3587,117.4761,117.2413,117.3587,1000000
2026-02-13,115.6807,115.7964,115.5651,115.6807,1000000
2026-02-14,114.9548,115.0698,114.8399,114.9548,1000000
2026-02-15,113.6063,113.7199,113.4927,113.6063,1000000
2026-02-16,113.9438,114.0577,113.8299,113.9438,1000000
2026-02-17,113.5185,113.632,113.405,113.5185,1000000
2026-02-18,115.4358,115.5512,115.3204,115.4358,1000000
2026-02-19,115.4522,115.5677,115.3368,115.4522,1000000
2026-02-20,115.2317,115.3469,115.1164,115.2317,1000000
2026-02-21,115.7596,115.8754,115.6439,115.7596,1000000
2026-02-22,115.0816,115.1966,114.9665,115.0816,1000000
2026-02-23,114.0836,114.1977,113.9696,114.0836,1000000
2026-02-24,114.5719,114.6865,114.4574,114.5719,1000000
2026-02-25,114.1237,114.2378,114.0096,114.1237,1000000
2026-02-26,115.0148,115.1298,114.8998,115.0148,1000000
2026-02-27,115.3228,115.4381,115.2075,115.3228,1000000
2026-02-28,115.4302,115.5456,115.3148,115.4302,1000000
2026-03-01,115.4934,115.6089,115.3779,115.4934,1000000
2026-03-02,115.4137,115.5291,115.2983,115.4137,1000000
2026-03-03,115.7899,115.9057,115.6742,115.7899,1000000
2026-03-04,115.422,115.5374,115.3066,115.422,1000000
2026-03-05,113.6143,113.7279,113.5007,113.6143,1000000
2026-03-06,113.685,113.7987,113.5713,113.685,1000000
2026-03-07,113.2661,113.3794,113.1528,113.2661,1000000
2026-03-08,112.0184,112.1305,111.9064,112.0184,1000000
2026-03-09,112.718,112.8308,112.6053,112.718,1000000
2026-03-10,112.3752,112.4875,112.2628,112.3752,1000000
2026-03-11,110.8062,110.917,110.6954,110.8062,1000000
2026-03-12,110.7399,110.8507,110.6292,110.7399,1000000
2026-03-13,110.1421,110.2523,110.032,110.1421,1000000
2026-03-14,108.6428,108.7515,108.5342,108.6428,1000000
2026-03-15,108.9142,109.0231,108.8053,108.9142,1000000
2026-03-16,107.9988,108.1068,107.8908,107.9988,1000000
2026-03-17,108.6195,108.7281,108.5108,108.6195,1000000
2026-03-18,107.8396,107.9474,107.7317,107.8396,1000000
2026-03-19,108.6825,108.7912,108.5738,108.6825,1000000
2026-03-20,109.0524,109.1614,108.9433,109.0524,1000000
2026-03-21,109.1471,109.2563,109.038,109.1471,1000000
2026-03-22,108.4872,108.5957,108.3787,108.4872,1000000
2026-03-23,109.2724,109.3817,109.1632,109.2724,1000000
2026-03-24,109.7126,109.8224,109.6029,109.7126,1000000
2026-03-25,109.3946,109.504,109.2852,109.3946,1000000
2026-03-26,109.9027,110.0126,109.7928,109.9027,1000000
2026-03-27,109.001,109.11,108.892,109.001,1000000
